Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_lb
1,55.0,37.0,46.0,29,39.0,19.0,0.0,435.0,435.0,0.0,0.0,0.0,29.35,30.08,7.8,32,11.2,0
2,55.0,38.0,47.0,28,39.0,18.0,0.0,435.0,435.0,0.0,0.0,0.0,29.42,30.1,5.5,32,9.6,0
1,64.0,36.0,50.0,32,43.0,15.0,0.0,434.0,434.0,0.0,0.0,0.0,29.34,30.09,2.5,9,5.9,0
2,61.0,38.0,50.0,31,43.0,15.0,0.0,434.0,434.0,0.0,0.0,0.0,29.42,30.11,3.1,8,6.3,0
1,91.0,50.0,71.0,49,59.0,0.0,6.0,433.0,433.0,0.0,0.0,0.0,28.98,29.75,8.4,22,11.7,0
2,90.0,57.0,74.0,47,58.0,0.0,9.0,433.0,433.0,0.0,0.0,0.0,29.07,29.76,8.9,21,11.5,0
1,84.0,60.0,72.0,49,59.0,0.0,7.0,432.0,432.0,0.0,0.0,0.0,29.07,29.77,3.2,28,8.4,0
2,83.0,62.0,73.0,47,58.0,0.0,8.0,432.0,432.0,0.0,0.0,0.01,29.14,29.76,2.3,24,9.5,0
1,83.0,53.0,68.0,46,56.0,0.0,3.0,431.0,431.0,0.0,0.0,0.0,29.2,29.89,4.1,7,5.0,0
2,81.0,57.0,69.0,44,56.0,0.0,4.0,431.0,431.0,0.0,0.0,0.0,29.26,29.89,4.0,7,5.3,0
1,70.0,55.0,63.0,46,53.0,2.0,0.0,430.0,430.0,0.0,0.0,0.01,29.29,30.0,6.1,4,6.8,0
2,73.0,58.0,66.0,47,55.0,0.0,1.0,430.0,430.0,0.0,0.0,0.01,29.36,29.99,4.5,6,6.1,0
1,80.0,56.0,68.0,56,61.0,0.0,3.0,429.0,429.0,0.0,0.0,0.0,29.26,29.99,5.3,12,6.5,0
2,79.0,59.0,69.0,55,61.0,0.0,4.0,429.0,429.0,0.0,0.0,0.0,29.33,29.99,6.3,10,7.0,3
1,86.0,58.0,72.0,61,66.0,0.0,7.0,428.0,428.0,0.0,0.0,0.0,29.12,29.85,6.2,14,7.6,3
2,87.0,62.0,75.0,60,66.0,0.0,10.0,428.0,428.0,0.0,0.0,0.0,29.18,29.85,7.1,15,8.1,19
1,89.0,65.0,77.0,60,67.0,0.0,12.0,427.0,427.0,0.0,0.0,1.09,29.03,29.73,12.6,22,13.7,84
2,92.0,65.0,79.0,59,67.0,0.0,14.0,427.0,427.0,0.0,0.0,1.25,29.1,29.73,13.6,20,14.4,58
1,81.0,64.0,73.0,63,66.0,0.0,8.0,426.0,426.0,0.0,0.0,0.56,28.96,29.67,11.2,20,12.1,25
2,82.0,65.0,74.0,62,66.0,0.0,9.0,426.0,426.0,0.0,0.0,0.2,29.03,29.68,12.4,20,12.8,83
1,73.0,52.0,63.0,60,63.0,2.0,0.0,425.0,425.0,0.0,0.0,1.35,28.97,29.66,4.5,25,7.4,54
2,73.0,56.0,65.0,59,62.0,0.0,0.0,425.0,425.0,0.0,0.0,0.65,29.03,29.66,6.4,23,9.3,25
1,54.0,42.0,48.0,43,46.0,17.0,0.0,425.0,425.0,0.0,0.0,0.06,29.38,30.05,14.5,2,14.8,25
2,56.0,43.0,50.0,40,45.0,15.0,0.0,425.0,425.0,0.0,0.0,0.12,29.44,30.05,17.9,36,18.1,25
1,57.0,41.0,49.0,34,42.0,16.0,0.0,424.0,424.0,0.0,0.0,0.0,29.62,30.35,7.5,4,8.1,0
2,57.0,42.0,50.0,33,42.0,15.0,0.0,424.0,424.0,0.0,0.0,0.0,29.7,30.36,8.1,3,9.0,0
1,57.0,44.0,51.0,37,44.0,14.0,0.0,423.0,423.0,0.0,0.0,0.0,29.59,30.34,4.7,5,5.1,0
2,57.0,46.0,52.0,36,44.0,13.0,0.0,423.0,423.0,0.0,0.0,0.0,29.67,30.35,3.3,6,3.7,0
1,68.0,44.0,56.0,44,50.0,9.0,0.0,422.0,422.0,0.0,0.0,0.02,29.47,30.22,5.5,9,7.4,23
2,67.0,46.0,57.0,43,50.0,8.0,0.0,422.0,422.0,0.0,0.0,0.01,29.54,30.23,4.0,9,5.7,23
1,62.0,53.0,58.0,53,55.0,7.0,0.0,422.0,422.0,0.0,0.0,0.23,29.21,29.97,8.5,9,9.1,78
2,65.0,56.0,61.0,54,57.0,4.0,0.0,422.0,422.0,0.0,0.0,0.19,29.28,29.97,7.5,10,8.3,84
1,76.0,56.0,66.0,64,66.0,0.0,1.0,421.0,421.0,0.0,0.0,0.2,29.06,29.78,8.7,21,10.2,84
2,76.0,59.0,68.0,63,65.0,0.0,3.0,421.0,421.0,0.0,0.0,2.2,29.13,29.79,9.5,19,10.3,84
1,84.0,64.0,74.0,64,67.0,0.0,9.0,421.0,421.0,0.0,0.0,0.01,29.16,29.88,7.3,20,8.7,0
2,85.0,65.0,75.0,62,67.0,0.0,10.0,421.0,421.0,0.0,0.0,0.02,29.23,29.88,7.9,20,9.2,23
1,83.0,64.0,74.0,66,69.0,0.0,9.0,420.0,420.0,0.0,0.0,0.51,29.13,29.85,13.4,19,14.6,83
2,84.0,65.0,75.0,64,68.0,0.0,10.0,420.0,420.0,0.0,0.0,0.09,29.22,29.85,12.9,18,13.9,23
1,77.0,64.0,71.0,65,67.0,0.0,6.0,420.0,420.0,0.0,0.0,0.3,29.05,29.79,11.7,20,12.1,25
2,78.0,65.0,72.0,64,67.0,0.0,7.0,420.0,420.0,0.0,0.0,0.23,29.13,29.79,12.4,19,12.7,84
1,76.0,63.0,70.0,62,64.0,0.0,5.0,419.0,419.0,0.0,0.0,0.56,28.98,29.69,13.1,22,13.0,25
2,76.0,63.0,70.0,61,64.0,0.0,5.0,419.0,419.0,0.0,0.0,0.44,29.05,29.69,11.9,21,11.9,0
1,63.0,43.0,53.0,50,51.0,12.0,0.0,419.0,419.0,0.0,0.0,0.01,29.24,29.93,1.8,5,6.2,35
2,63.0,47.0,55.0,48,51.0,10.0,0.0,419.0,419.0,0.0,0.0,0.01,29.31,29.93,2.8,4,7.7,9
1,68.0,43.0,56.0,43,50.0,9.0,0.0,418.0,418.0,0.0,0.0,0.0,29.34,30.06,3.7,12,4.8,0
2,68.0,43.0,56.0,40,49.0,9.0,0.0,418.0,418.0,0.0,0.0,0.0,29.41,30.07,2.6,9,4.0,0
1,72.0,50.0,61.0,45,52.0,4.0,0.0,418.0,418.0,0.0,0.0,0.0,29.39,30.11,5.3,7,6.1,0
2,72.0,50.0,61.0,44,52.0,4.0,0.0,418.0,418.0,0.0,0.0,0.0,29.46,30.12,5.6,7,6.9,0
1,73.0,54.0,64.0,49,54.0,1.0,0.0,417.0,417.0,0.0,0.0,0.01,29.24,30.0,6.8,5,8.2,23
2,76.0,56.0,66.0,46,55.0,0.0,1.0,417.0,417.0,0.0,0.0,0.01,29.33,29.99,6.1,6,8.3,23
1,64.0,52.0,58.0,50,53.0,7.0,0.0,417.0,417.0,0.0,0.0,0.15,29.18,29.91,8.9,3,9.1,23
2,65.0,54.0,60.0,48,53.0,5.0,0.0,417.0,417.0,0.0,0.0,0.06,29.23,29.9,9.0,3,9.6,23
1,68.0,52.0,60.0,45,52.0,5.0,0.0,417.0,417.0,0.0,0.0,0.01,29.2,29.92,9.5,3,9.9,0
2,68.0,54.0,61.0,44,52.0,4.0,0.0,417.0,417.0,0.0,0.0,0.0,29.26,29.92,8.8,2,9.2,0
1,74.0,49.0,62.0,43,53.0,3.0,0.0,417.0,417.0,0.0,0.0,0.0,29.25,29.96,4.7,7,5.4,0
2,74.0,50.0,62.0,42,53.0,3.0,0.0,417.0,417.0,0.0,0.0,0.0,29.31,29.96,4.7,6,5.6,0
1,80.0,55.0,68.0,55,61.0,0.0,3.0,416.0,416.0,0.0,0.0,0.01,29.15,29.88,6.0,15,8.9,23
2,83.0,58.0,71.0,53,61.0,0.0,6.0,416.0,416.0,0.0,0.0,0.01,29.22,29.88,7.1,15,8.4,23
1,76.0,60.0,68.0,63,65.0,0.0,3.0,416.0,416.0,0.0,0.0,0.26,29.08,29.79,2.7,4,4.3,85
2,75.0,61.0,68.0,61,64.0,0.0,3.0,416.0,416.0,0.0,0.0,0.85,29.14,29.78,2.0,7,4.4,29
1,83.0,60.0,72.0,62,67.0,0.0,7.0,416.0,416.0,0.0,0.0,0.01,29.13,29.85,3.2,25,4.5,25
2,84.0,60.0,72.0,61,66.0,0.0,7.0,416.0,416.0,0.0,0.0,0.24,29.21,29.85,2.5,23,4.1,43
1,86.0,63.0,75.0,64,67.0,0.0,10.0,416.0,416.0,0.0,0.0,0.75,29.0,29.74,3.1,8,8.0,58
2,87.0,64.0,76.0,64,67.0,0.0,11.0,416.0,416.0,0.0,0.0,0.25,29.08,29.74,2.9,5,5.8,85
1,73.0,58.0,66.0,54,59.0,0.0,1.0,416.0,416.0,0.0,0.0,0.0,29.23,29.92,11.7,3,12.2,2
2,72.0,59.0,66.0,53,59.0,0.0,1.0,416.0,416.0,0.0,0.0,0.0,29.29,29.91,12.6,1,13.2,2
1,78.0,56.0,67.0,51,57.0,0.0,2.0,416.0,416.0,0.0,0.0,0.0,29.34,30.05,6.6,6,7.9,0
2,76.0,57.0,67.0,50,57.0,0.0,2.0,416.0,416.0,0.0,0.0,0.0,29.4,30.04,6.0,5,7.8,0
1,80.0,58.0,69.0,62,65.0,0.0,4.0,416.0,416.0,0.0,0.0,0.17,29.21,29.95,5.6,21,7.7,25
2,81.0,61.0,71.0,60,64.0,0.0,6.0,416.0,416.0,0.0,0.0,0.12,29.28,29.95,5.6,21,7.2,53
1,86.0,69.0,78.0,62,67.0,0.0,13.0,416.0,416.0,0.0,0.0,0.0,29.16,29.88,8.3,27,9.2,0
2,83.0,69.0,76.0,62,67.0,0.0,11.0,416.0,416.0,0.0,0.0,0.0,29.23,29.87,8.6,24,9.5,0
1,88.0,59.0,74.0,55,63.0,0.0,9.0,416.0,416.0,0.0,0.0,0.03,29.18,29.89,3.9,29,8.1,0
2,88.0,62.0,75.0,56,64.0,0.0,10.0,416.0,416.0,0.0,0.0,0.1,29.24,29.88,3.7,28,8.4,72
1,71.0,56.0,64.0,52,56.0,1.0,0.0,416.0,416.0,0.0,0.0,0.0,29.31,30.01,11.4,3,11.6,2
2,70.0,57.0,64.0,52,57.0,1.0,0.0,416.0,416.0,0.0,0.0,0.01,29.36,30.0,12.1,2,12.4,27
1,75.0,53.0,64.0,46,55.0,1.0,0.0,416.0,416.0,0.0,0.0,0.0,29.39,30.1,5.9,8,6.9,0
2,75.0,57.0,66.0,46,56.0,0.0,1.0,416.0,416.0,0.0,0.0,0.0,29.44,30.09,6.4,7,7.2,0
1,86.0,56.0,71.0,58,64.0,0.0,6.0,416.0,416.0,0.0,0.0,0.0,29.38,30.1,5.1,12,5.9,0
2,86.0,62.0,74.0,57,64.0,0.0,9.0,416.0,416.0,0.0,0.0,0.0,29.45,30.1,6.0,11,7.2,0
1,82.0,68.0,75.0,65,68.0,0.0,10.0,416.0,416.0,0.0,0.0,0.79,29.34,30.04,7.4,19,9.5,25
2,85.0,70.0,78.0,63,67.0,0.0,13.0,416.0,416.0,0.0,0.0,0.11,29.39,30.04,7.6,19,9.6,72
1,80.0,67.0,74.0,67,69.0,0.0,9.0,417.0,417.0,0.0,0.0,0.04,29.3,30.01,3.1,22,8.4,23
2,83.0,70.0,77.0,65,69.0,0.0,12.0,417.0,417.0,0.0,0.0,0.0,29.37,30.0,4.8,20,7.8,0
1,87.0,66.0,77.0,68,71.0,0.0,12.0,417.0,417.0,0.0,0.0,0.84,29.26,29.97,10.7,20,11.5,23
2,89.0,69.0,79.0,66,70.0,0.0,14.0,417.0,417.0,0.0,0.0,0.01,29.34,29.97,9.3,20,9.5,72
1,89.0,67.0,78.0,67,69.0,0.0,13.0,417.0,417.0,0.0,0.0,0.18,29.25,29.95,8.9,23,10.0,2
2,86.0,68.0,77.0,65,69.0,0.0,12.0,417.0,417.0,0.0,0.0,0.14,29.3,29.96,10.5,21,11.0,19
1,85.0,67.0,76.0,69,71.0,0.0,11.0,417.0,417.0,0.0,0.0,0.03,29.13,29.86,4.5,19,6.9,72
2,87.0,70.0,79.0,67,71.0,0.0,14.0,417.0,417.0,0.0,0.0,0.01,29.21,29.85,5.2,21,8.6,23
1,80.0,66.0,73.0,67,68.0,0.0,8.0,418.0,418.0,0.0,0.0,1.48,29.05,29.76,2.2,16,7.4,84
2,81.0,68.0,75.0,65,68.0,0.0,10.0,418.0,418.0,0.0,0.0,0.19,29.11,29.75,2.6,18,9.0,53
1,90.0,64.0,77.0,67,70.0,0.0,12.0,418.0,418.0,0.0,0.0,0.92,29.01,29.73,7.2,29,7.2,2
2,91.0,66.0,79.0,65,69.0,0.0,14.0,418.0,418.0,0.0,0.0,0.59,29.08,29.71,6.1,29,6.8,3
1,83.0,67.0,75.0,61,66.0,0.0,10.0,419.0,419.0,0.0,0.0,0.01,28.91,29.63,10.5,31,10.9,23
2,83.0,68.0,76.0,60,65.0,0.0,11.0,419.0,419.0,0.0,0.0,0.16,28.97,29.62,9.0,29,9.8,23
1,72.0,64.0,68.0,59,62.0,0.0,3.0,419.0,419.0,0.0,0.0,0.0,28.97,29.66,12.0,2,12.3,2
2,72.0,64.0,68.0,59,62.0,0.0,3.0,419.0,419.0,0.0,0.0,0.01,29.03,29.65,11.7,1,12.0,23
1,77.0,62.0,70.0,52,59.0,0.0,5.0,419.0,419.0,0.0,0.0,0.0,29.2,29.88,13.8,2,13.9,0
2,76.0,64.0,70.0,52,60.0,0.0,5.0,419.0,419.0,0.0,0.0,0.0,29.25,29.86,14.0,1,14.2,0
1,75.0,59.0,67.0,51,58.0,0.0,2.0,420.0,420.0,0.0,0.0,0.0,29.31,30.03,12.6,3,12.3,0
2,75.0,61.0,68.0,50,58.0,0.0,3.0,420.0,420.0,0.0,0.0,0.0,29.37,30.01,13.8,3,13.6,0
1,68.0,60.0,64.0,52,57.0,1.0,0.0,420.0,420.0,0.0,0.0,0.01,29.33,30.05,11.0,3,11.2,0
2,68.0,62.0,65.0,53,58.0,0.0,0.0,420.0,420.0,0.0,0.0,0.01,29.39,30.04,12.0,3,12.3,23
1,72.0,59.0,66.0,60,62.0,0.0,1.0,421.0,421.0,0.0,0.0,0.02,29.32,30.04,2.2,2,5.3,9
2,74.0,62.0,68.0,60,62.0,0.0,3.0,421.0,421.0,0.0,0.0,0.07,29.38,30.03,0.5,36,4.2,83
1,83.0,56.0,70.0,61,64.0,0.0,5.0,422.0,422.0,0.0,0.0,0.0,29.34,30.05,4.4,20,5.1,2
2,83.0,61.0,72.0,59,65.0,0.0,7.0,422.0,422.0,0.0,0.0,0.0,29.41,30.05,7.3,19,7.7,3
1,86.0,60.0,73.0,61,66.0,0.0,8.0,422.0,422.0,0.0,0.0,0.0,29.33,30.04,3.7,19,4.8,0
2,87.0,63.0,75.0,60,66.0,0.0,10.0,422.0,422.0,0.0,0.0,0.0,29.39,30.03,5.1,20,5.9,0
1,83.0,65.0,74.0,65,68.0,0.0,9.0,423.0,423.0,0.0,0.0,0.0,29.29,30.01,4.1,19,4.5,0
2,82.0,71.0,77.0,63,68.0,0.0,12.0,423.0,423.0,0.0,0.0,0.0,29.36,30.0,5.4,19,5.9,0
1,88.0,70.0,79.0,67,71.0,0.0,14.0,423.0,423.0,0.0,0.0,0.0,29.26,29.97,6.6,21,6.8,0
2,89.0,70.0,80.0,66,71.0,0.0,15.0,423.0,423.0,0.0,0.0,0.0,29.33,29.96,8.0,21,8.2,0
1,86.0,70.0,78.0,71,74.0,0.0,13.0,424.0,424.0,0.0,0.0,0.5,29.24,29.95,7.8,23,8.4,84
2,87.0,71.0,79.0,70,72.0,0.0,14.0,424.0,424.0,0.0,0.0,0.84,29.31,29.95,10.0,22,10.5,25
1,85.0,73.0,79.0,74,75.0,0.0,14.0,425.0,425.0,0.0,0.0,0.01,29.19,29.91,6.9,23,7.3,2
2,85.0,75.0,80.0,72,75.0,0.0,15.0,425.0,425.0,0.0,0.0,0.01,29.26,29.91,8.9,23,9.3,27
1,85.0,66.0,76.0,65,70.0,0.0,11.0,425.0,425.0,0.0,0.0,0.0,29.2,29.89,6.0,34,8.3,0
2,87.0,66.0,77.0,65,69.0,0.0,12.0,425.0,425.0,0.0,0.0,0.0,29.26,29.88,3.7,3,8.0,0
1,81.0,64.0,73.0,54,62.0,0.0,8.0,426.0,426.0,0.0,0.0,0.0,29.36,30.06,6.5,3,7.4,0
2,80.0,63.0,72.0,52,61.0,0.0,7.0,426.0,426.0,0.0,0.0,0.0,29.42,30.05,6.3,3,7.5,0
1,83.0,58.0,71.0,53,61.0,0.0,6.0,427.0,427.0,0.0,0.0,0.0,29.38,30.1,4.0,8,4.8,0
2,82.0,60.0,71.0,54,62.0,0.0,6.0,427.0,427.0,0.0,0.0,0.0,29.44,30.09,4.1,8,5.4,0
1,84.0,62.0,73.0,59,65.0,0.0,8.0,428.0,428.0,0.0,0.0,0.0,29.41,30.12,6.8,9,7.5,0
2,83.0,67.0,75.0,58,65.0,0.0,10.0,428.0,428.0,0.0,0.0,0.0,29.47,30.11,6.4,9,7.1,0
1,88.0,72.0,80.0,66,71.0,0.0,15.0,428.0,428.0,0.0,0.0,0.0,29.47,30.17,6.7,9,7.6,0
2,88.0,73.0,81.0,66,70.0,0.0,16.0,428.0,428.0,0.0,0.0,0.0,29.52,30.16,8.2,8,8.5,0
1,89.0,71.0,80.0,71,74.0,0.0,15.0,429.0,429.0,0.0,0.0,0.09,29.52,30.23,4.3,8,5.1,0
2,91.0,75.0,83.0,71,74.0,0.0,18.0,429.0,429.0,0.0,0.0,0.02,29.57,30.21,5.0,8,6.2,0
1,92.0,73.0,83.0,72,75.0,0.0,18.0,430.0,430.0,0.0,0.0,0.0,29.54,30.25,6.4,23,6.8,0
2,93.0,77.0,85.0,70,75.0,0.0,20.0,430.0,430.0,0.0,0.0,0.01,29.61,30.24,6.8,22,7.3,0
1,94.0,76.0,85.0,72,76.0,0.0,20.0,431.0,431.0,0.0,0.0,0.0,29.51,30.23,6.7,26,6.9,0
2,95.0,77.0,86.0,70,75.0,0.0,21.0,431.0,431.0,0.0,0.0,0.0,29.57,30.21,6.2,25,7.1,0
1,95.0,77.0,86.0,72,76.0,0.0,21.0,432.0,432.0,0.0,0.0,0.01,29.31,30.05,7.2,24,8.1,0
2,96.0,79.0,88.0,71,76.0,0.0,23.0,432.0,432.0,0.0,0.0,0.0,29.38,30.04,8.8,23,9.4,49
1,96.0,71.0,84.0,70,75.0,0.0,19.0,433.0,433.0,0.0,0.0,0.58,29.1,29.83,13.3,25,14.0,50
2,97.0,75.0,86.0,69,75.0,0.0,21.0,433.0,433.0,0.0,0.0,0.01,29.17,29.82,13.4,24,13.9,49
1,89.0,71.0,80.0,64,69.0,0.0,15.0,433.0,433.0,0.0,0.0,0.06,29.17,29.86,4.8,1,7.5,0
2,88.0,72.0,80.0,63,69.0,0.0,15.0,433.0,433.0,0.0,0.0,0.01,29.23,29.85,3.8,3,7.2,23
1,88.0,68.0,78.0,65,69.0,0.0,13.0,434.0,434.0,0.0,0.0,0.01,29.18,29.89,2.8,7,6.7,0
2,89.0,72.0,81.0,63,69.0,0.0,16.0,434.0,434.0,0.0,0.0,0.0,29.24,29.88,2.9,11,7.9,0
1,87.0,71.0,79.0,66,71.0,0.0,14.0,435.0,435.0,0.0,0.0,0.01,29.07,29.78,4.9,24,7.4,83
2,90.0,72.0,81.0,64,70.0,0.0,16.0,435.0,435.0,0.0,0.0,0.01,29.14,29.77,5.2,21,7.4,72
1,78.0,63.0,71.0,60,64.0,0.0,6.0,436.0,436.0,0.0,0.0,0.03,29.15,29.83,8.8,2,11.0,0
2,80.0,65.0,73.0,58,64.0,0.0,8.0,436.0,436.0,0.0,0.0,0.0,29.21,29.81,7.3,1,11.4,0
1,72.0,60.0,66.0,51,58.0,0.0,1.0,437.0,437.0,0.0,0.0,0.0,29.31,30.01,7.8,5,8.1,0
2,73.0,62.0,68.0,48,57.0,0.0,3.0,437.0,437.0,0.0,0.0,0.0,29.38,30.01,10.1,5,10.5,0
1,81.0,57.0,69.0,54,61.0,0.0,4.0,438.0,438.0,0.0,0.0,0.0,29.33,30.05,4.1,23,5.1,0
2,81.0,58.0,70.0,52,60.0,0.0,5.0,438.0,438.0,0.0,0.0,0.0,29.39,30.05,2.7,23,3.9,0
1,70.0,62.0,66.0,61,63.0,0.0,1.0,439.0,439.0,0.0,0.0,0.39,29.21,29.94,7.6,22,8.5,25
2,74.0,65.0,70.0,58,62.0,0.0,5.0,439.0,439.0,0.0,0.0,0.01,29.28,29.94,9.3,21,10.2,23
1,65.0,55.0,60.0,51,56.0,5.0,0.0,440.0,440.0,0.0,0.0,0.0,29.17,29.9,9.0,30,10.6,0
2,68.0,57.0,63.0,49,55.0,2.0,0.0,440.0,440.0,0.0,0.0,0.0,29.23,29.89,10.3,30,11.3,0
1,69.0,54.0,62.0,50,55.0,3.0,0.0,441.0,441.0,0.0,0.0,0.01,29.23,29.93,8.7,28,9.1,23
2,71.0,55.0,63.0,47,54.0,2.0,0.0,441.0,441.0,0.0,0.0,0.01,29.3,29.94,9.5,26,9.8,23
1,76.0,57.0,67.0,55,59.0,0.0,2.0,442.0,442.0,0.0,0.0,0.0,29.41,30.11,2.0,1,7.0,0
2,76.0,58.0,67.0,53,59.0,0.0,2.0,442.0,442.0,0.0,0.0,0.0,29.47,30.1,2.3,2,7.7,0
1,74.0,57.0,66.0,59,62.0,0.0,1.0,443.0,443.0,0.0,0.0,0.04,29.39,30.12,4.2,16,4.7,23
2,74.0,61.0,68.0,56,61.0,0.0,3.0,443.0,443.0,0.0,0.0,0.01,29.46,30.12,5.5,16,6.0,23
1,75.0,62.0,69.0,64,65.0,0.0,4.0,444.0,444.0,0.0,0.0,0.5,29.26,30.0,2.2,32,4.4,35
2,75.0,64.0,70.0,63,65.0,0.0,5.0,444.0,444.0,0.0,0.0,0.18,29.33,29.99,2.5,30,4.2,36
1,81.0,61.0,71.0,57,62.0,0.0,6.0,445.0,445.0,0.0,0.0,0.0,29.23,29.95,7.6,30,7.8,0
2,82.0,61.0,72.0,54,62.0,0.0,7.0,445.0,445.0,0.0,0.0,0.0,29.29,29.95,6.2,29,7.1,0
1,84.0,62.0,73.0,63,67.0,0.0,8.0,446.0,446.0,0.0,0.0,0.63,29.15,29.87,4.5,29,8.2,25
2,86.0,65.0,76.0,62,66.0,0.0,11.0,446.0,446.0,0.0,0.0,0.41,29.23,29.87,2.7,23,7.7,23
1,81.0,64.0,73.0,55,62.0,0.0,8.0,447.0,447.0,0.0,0.0,0.0,29.33,30.03,5.8,2,6.8,0
2,79.0,66.0,73.0,54,62.0,0.0,8.0,447.0,447.0,0.0,0.0,0.0,29.39,30.02,6.9,4,8.4,0
1,75.0,60.0,68.0,56,61.0,0.0,3.0,448.0,448.0,0.0,0.0,0.01,29.42,30.14,5.9,6,7.8,23
2,74.0,60.0,67.0,55,61.0,0.0,2.0,448.0,448.0,0.0,0.0,0.01,29.49,30.13,6.1,7,6.9,23
1,75.0,58.0,67.0,59,62.0,0.0,2.0,449.0,449.0,0.0,0.0,0.07,29.23,29.98,6.8,19,7.6,23
2,76.0,63.0,70.0,56,61.0,0.0,5.0,449.0,449.0,0.0,0.0,0.02,29.29,29.98,7.1,18,7.9,0
1,83.0,67.0,75.0,68,70.0,0.0,10.0,450.0,450.0,0.0,0.0,0.04,29.13,29.86,7.2,21,8.0,0
2,85.0,68.0,77.0,65,69.0,0.0,12.0,450.0,450.0,0.0,0.0,0.0,29.21,29.85,8.7,21,9.4,0
1,89.0,67.0,78.0,68,71.0,0.0,13.0,451.0,451.0,0.0,0.0,0.01,29.14,29.83,4.0,30,9.9,0
2,91.0,70.0,81.0,67,71.0,0.0,16.0,451.0,451.0,0.0,0.0,0.01,29.2,29.82,2.4,30,10.5,2
1,78.0,65.0,72.0,56,62.0,0.0,7.0,452.0,452.0,0.0,0.0,0.0,29.26,29.98,8.6,5,9.3,0
2,79.0,69.0,74.0,55,62.0,0.0,9.0,452.0,452.0,0.0,0.0,0.0,29.33,29.96,10.5,5,10.8,0
1,82.0,59.0,71.0,60,65.0,0.0,6.0,453.0,453.0,0.0,0.0,0.01,29.28,29.98,4.7,27,5.3,0
2,84.0,62.0,73.0,58,65.0,0.0,8.0,453.0,453.0,0.0,0.0,0.0,29.34,29.97,4.9,27,5.6,0
1,81.0,64.0,73.0,57,61.0,0.0,8.0,454.0,454.0,0.0,0.0,0.0,29.28,30.08,5.3,5,6.5,0
2,81.0,68.0,75.0,55,63.0,0.0,10.0,454.0,454.0,0.0,0.0,0.0,29.28,30.07,6.0,6,7.4,0
1,81.0,60.0,71.0,61,61.0,0.0,6.0,455.0,455.0,0.0,0.0,0.01,29.35,30.07,2.0,27,3.0,23
2,84.0,63.0,74.0,57,64.0,0.0,9.0,455.0,455.0,0.0,0.0,0.01,29.42,30.06,4.0,24,5.4,0
1,82.0,67.0,75.0,65,68.0,0.0,10.0,456.0,456.0,0.0,0.0,0.27,29.21,29.93,3.5,27,7.5,34
2,85.0,69.0,77.0,63,61.0,0.0,12.0,456.0,456.0,0.0,0.0,0.66,29.27,29.92,4.5,26,7.7,23
1,70.0,58.0,64.0,52,58.0,1.0,0.0,457.0,457.0,0.0,0.0,0.0,29.37,30.07,8.7,3,9.6,0
2,71.0,62.0,67.0,50,57.0,0.0,2.0,457.0,457.0,0.0,0.0,0.0,29.42,30.06,11.2,2,11.9,0
1,72.0,56.0,64.0,50,56.0,1.0,0.0,458.0,458.0,0.0,0.0,0.0,29.44,30.16,3.9,4,7.1,0
2,71.0,58.0,65.0,49,56.0,0.0,0.0,458.0,458.0,0.0,0.0,0.0,29.52,30.16,3.0,3,7.0,0
1,75.0,55.0,65.0,53,58.0,0.0,0.0,459.0,459.0,0.0,0.0,0.0,29.4,30.13,4.2,24,4.9,0
2,74.0,57.0,66.0,50,58.0,0.0,1.0,459.0,459.0,0.0,0.0,0.0,29.47,30.13,4.5,22,5.0,0
1,82.0,55.0,69.0,52,60.0,0.0,4.0,500.0,500.0,0.0,0.0,0.0,29.44,30.15,2.8,4,5.2,0
2,82.0,58.0,70.0,51,60.0,0.0,5.0,500.0,500.0,0.0,0.0,0.0,29.5,30.14,5.0,7,5.8,0
1,81.0,57.0,69.0,56,62.0,0.0,4.0,501.0,501.0,0.0,0.0,0.0,29.47,30.19,5.7,8,6.4,0
2,79.0,60.0,70.0,55,62.0,0.0,5.0,501.0,501.0,0.0,0.0,0.0,29.53,30.18,6.0,7,6.3,0
1,81.0,59.0,70.0,57,63.0,0.0,5.0,502.0,502.0,0.0,0.0,0.0,29.41,30.14,3.7,8,4.8,0
2,81.0,62.0,72.0,57,64.0,0.0,7.0,502.0,502.0,0.0,0.0,0.0,29.48,30.13,4.2,8,4.8,0
1,85.0,57.0,71.0,60,65.0,0.0,6.0,503.0,503.0,0.0,0.0,0.0,29.34,30.07,5.1,25,5.3,0
2,86.0,63.0,75.0,58,65.0,0.0,10.0,503.0,503.0,0.0,0.0,0.0,29.41,30.06,3.8,25,4.6,19
1,88.0,66.0,77.0,62,68.0,0.0,12.0,504.0,504.0,0.0,0.0,0.0,29.34,30.06,7.7,22,8.0,0
2,88.0,68.0,78.0,61,67.0,0.0,13.0,504.0,504.0,0.0,0.0,0.0,29.41,30.05,7.0,21,7.5,0
1,90.0,68.0,79.0,65,70.0,0.0,14.0,505.0,505.0,0.0,0.0,0.01,29.3,30.02,8.6,23,9.0,23
2,91.0,70.0,81.0,64,70.0,0.0,16.0,505.0,505.0,0.0,0.0,0.05,29.37,30.02,9.0,22,9.3,23
